date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-14,00:05:03,800496303,26.8,33.4,745,1,4095
2025-05-14,00:05:08,800496308,26.8,33.5,748,1,4095
2025-05-14,00:05:13,800496313,26.8,33.4,752,1,4095
2025-05-14,00:05:18,800496318,26.8,33.4,752,1,4095
2025-05-14,00:05:23,800496323,26.8,33.3,677,1,4095
2025-05-14,00:05:28,800496328,26.8,33.4,751,1,4095
2025-05-14,00:05:33,800496333,26.8,33.3,752,1,4095
2025-05-14,00:05:38,800496338,26.8,33.3,751,1,4095
2025-05-14,00:05:43,800496343,26.8,33.3,752,1,4095
2025-05-14,00:05:49,800496349,26.8,33.3,749,1,4095
2025-05-14,00:05:54,800496354,26.8,33.3,750,1,4095
2025-05-14,00:05:59,800496359,26.8,33.4,746,1,4095
2025-05-14,00:06:04,800496364,26.8,33.4,751,1,4095
2025-05-14,00:06:09,800496369,26.8,33.4,748,1,4095
2025-05-14,00:06:14,800496374,26.8,33.4,750,1,4095
2025-05-14,00:06:19,800496379,26.8,33.4,749,1,4095
2025-05-14,00:06:25,800496385,26.8,33.4,750,1,4095
2025-05-14,00:06:30,800496390,26.8,33.3,752,1,4095
2025-05-14,00:06:35,800496395,26.8,33.3,748,1,4095
2025-05-14,00:06:40,800496400,26.8,33.4,748,1,4095
2025-05-14,00:06:45,800496405,26.8,33.3,749,1,4095
2025-05-14,00:06:50,800496410,26.8,33.4,746,1,4095
2025-05-14,00:06:55,800496415,26.8,33.3,752,1,4095
2025-05-14,00:07:01,800496421,26.8,33.3,752,1,4095
2025-05-14,00:07:06,800496426,26.8,33.5,747,1,4095
2025-05-14,00:07:11,800496431,26.8,33.4,747,1,4095
2025-05-14,00:07:16,800496436,26.8,33.3,751,1,4095
2025-05-14,00:07:21,800496441,26.8,33.4,749,1,4095
2025-05-14,00:07:26,800496446,26.8,33.5,751,1,4095
2025-05-14,00:07:32,800496452,26.8,33.5,679,1,4095
2025-05-14,00:07:37,800496457,26.8,33.4,749,1,4095
2025-05-14,00:07:42,800496462,26.8,33.5,751,1,4095
2025-05-14,00:07:47,800496467,26.8,33.4,749,1,4095
2025-05-14,00:07:52,800496472,26.8,33.4,750,1,4095
2025-05-14,00:07:57,800496477,26.8,33.2,681,1,4095
2025-05-14,00:08:02,800496482,26.8,33.4,752,1,4095
2025-05-14,00:08:08,800496488,26.8,33.4,749,1,4095
2025-05-14,00:08:13,800496493,26.8,33.3,751,1,4095
2025-05-14,00:08:18,800496498,26.8,33.2,751,1,4095
2025-05-14,00:08:23,800496503,26.8,33.4,675,1,4095
2025-05-14,00:08:28,800496508,26.8,33.5,752,1,4095
2025-05-14,00:08:33,800496513,26.8,33.4,674,1,4095
2025-05-14,00:08:39,800496519,26.8,33.6,751,1,4095
2025-05-14,00:08:44,800496524,26.8,33.3,761,1,4095
2025-05-14,00:08:49,800496529,26.8,33.3,750,1,4095
2025-05-14,00:08:55,800496535,26.8,33.3,752,1,4095
2025-05-14,00:09:00,800496540,26.8,33.5,751,1,4095
2025-05-14,00:09:05,800496545,26.8,33.4,751,1,4095
2025-05-14,00:09:10,800496550,26.8,33.3,751,1,4095
2025-05-14,00:09:15,800496555,26.8,33.3,751,1,4095
2025-05-14,00:09:20,800496560,26.8,33.3,747,1,4095
2025-05-14,00:09:25,800496565,26.8,33.2,751,1,4095
2025-05-14,00:09:31,800496571,26.8,33.4,750,1,4095
2025-05-14,00:09:36,800496576,26.8,33.2,673,1,4095
2025-05-14,00:09:41,800496581,26.8,33.4,751,1,4095
2025-05-14,00:09:46,800496586,26.8,33.2,749,1,4095
2025-05-14,00:09:51,800496591,26.8,33.3,750,1,4095
2025-05-14,00:09:56,800496596,26.8,33.4,751,1,4095
2025-05-14,00:10:01,800496601,26.8,33.3,749,1,4095
2025-05-14,00:10:07,800496607,26.8,33.4,751,1,4095
2025-05-14,00:10:12,800496612,26.8,33.4,747,1,4095
2025-05-14,00:10:17,800496617,26.8,33.3,747,1,4095
2025-05-14,00:10:22,800496622,26.8,33.2,749,1,4095
2025-05-14,00:10:27,800496627,26.8,33.4,752,1,4095
2025-05-14,00:10:32,800496632,26.8,33.3,751,1,4095
2025-05-14,00:10:38,800496638,26.8,33.3,749,1,4095
2025-05-14,00:10:43,800496643,26.8,33.3,758,1,4095
2025-05-14,00:10:48,800496648,26.8,33.2,752,1,4095
