date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-19,06:05:03,800949903,0.0,0.0,971,1,4095
2025-05-19,06:05:09,800949909,0.0,0.0,974,1,4095
2025-05-19,06:05:14,800949914,0.0,0.0,976,1,4082
2025-05-19,06:05:19,800949919,0.0,0.0,974,1,3963
2025-05-19,06:05:24,800949924,0.0,0.0,866,1,4095
2025-05-19,06:05:29,800949929,0.0,0.0,972,1,4095
2025-05-19,06:05:34,800949934,0.0,0.0,971,1,4095
2025-05-19,06:05:39,800949939,0.0,0.0,973,1,4095
2025-05-19,06:05:45,800949945,0.0,0.0,974,1,4095
2025-05-19,06:05:50,800949950,0.0,0.0,970,1,4095
2025-05-19,06:05:55,800949955,0.0,0.0,975,1,4095
2025-05-19,06:06:00,800949960,0.0,0.0,970,1,4095
2025-05-19,06:06:05,800949965,0.0,0.0,970,1,4095
2025-05-19,06:06:10,800949970,0.0,0.0,969,1,4095
2025-05-19,06:06:15,800949975,0.0,0.0,878,1,4095
2025-05-19,06:06:20,800949980,0.0,0.0,970,1,3918
2025-05-19,06:06:26,800949986,0.0,0.0,966,1,4095
2025-05-19,06:06:31,800949991,0.0,0.0,970,1,4094
2025-05-19,06:06:36,800949996,0.0,0.0,969,1,4095
2025-05-19,06:06:41,800950001,0.0,0.0,972,1,4095
2025-05-19,06:06:46,800950006,0.0,0.0,973,1,4095
2025-05-19,06:06:51,800950011,0.0,0.0,970,1,4095
2025-05-19,06:06:56,800950016,0.0,0.0,967,1,4095
2025-05-19,06:07:02,800950022,0.0,0.0,965,1,4095
2025-05-19,06:07:07,800950027,0.0,0.0,967,1,4095
2025-05-19,06:07:12,800950032,0.0,0.0,871,1,4095
2025-05-19,06:07:17,800950037,0.0,0.0,963,1,4095
2025-05-19,06:07:22,800950042,0.0,0.0,961,1,4095
2025-05-19,06:07:27,800950047,0.0,0.0,964,1,4095
2025-05-19,06:07:32,800950052,0.0,0.0,966,1,4095
2025-05-19,06:07:38,800950058,0.0,0.0,967,1,4060
2025-05-19,06:07:43,800950063,0.0,0.0,963,1,4095
2025-05-19,06:07:48,800950068,0.0,0.0,966,1,4095
2025-05-19,06:07:53,800950073,0.0,0.0,860,1,4095
2025-05-19,06:07:58,800950078,0.0,0.0,963,1,4095
2025-05-19,06:08:03,800950083,0.0,0.0,967,1,4095
2025-05-19,06:08:08,800950088,0.0,0.0,967,1,4095
2025-05-19,06:08:14,800950094,0.0,0.0,962,1,4015
2025-05-19,06:08:19,800950099,0.0,0.0,962,1,4095
2025-05-19,06:08:24,800950104,0.0,0.0,963,1,4095
2025-05-19,06:08:29,800950109,0.0,0.0,963,1,4095
2025-05-19,06:08:34,800950114,0.0,0.0,963,1,4095
2025-05-19,06:08:39,800950119,0.0,0.0,880,1,4095
2025-05-19,06:08:45,800950125,0.0,0.0,967,1,4095
2025-05-19,06:08:50,800950130,0.0,0.0,967,1,4095
2025-05-19,06:08:55,800950135,0.0,0.0,965,1,4028
2025-05-19,06:09:00,800950140,0.0,0.0,965,1,4033
2025-05-19,06:09:05,800950145,0.0,0.0,964,1,4095
2025-05-19,06:09:10,800950150,0.0,0.0,962,1,4095
2025-05-19,06:09:15,800950155,0.0,0.0,964,1,4095
2025-05-19,06:09:21,800950161,0.0,0.0,967,1,4095
2025-05-19,06:09:26,800950166,0.0,0.0,963,1,4095
2025-05-19,06:09:31,800950171,0.0,0.0,965,1,4095
2025-05-19,06:09:36,800950176,0.0,0.0,963,1,4095
2025-05-19,06:09:41,800950181,0.0,0.0,961,1,4095
2025-05-19,06:09:47,800950187,0.0,0.0,966,1,4095
2025-05-19,06:09:52,800950192,0.0,0.0,961,1,4095
2025-05-19,06:09:57,800950197,0.0,0.0,960,1,4095
2025-05-19,06:10:02,800950202,0.0,0.0,962,1,4095
