date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-16,19:23:29,800738609,0.0,0.0,704,1,4051
2025-05-16,19:23:34,800738614,0.0,0.0,699,1,4054
2025-05-16,19:23:39,800738619,0.0,0.0,699,1,4055
2025-05-16,19:23:44,800738624,0.0,0.0,703,1,4055
2025-05-16,19:23:49,800738629,0.0,0.0,624,1,4055
2025-05-16,19:23:55,800738635,0.0,0.0,699,1,4060
2025-05-16,19:24:00,800738640,0.0,0.0,623,1,4060
2025-05-16,19:24:05,800738645,0.0,0.0,699,1,4055
2025-05-16,19:24:11,800738651,0.0,0.0,704,1,4063
2025-05-16,19:24:16,800738656,0.0,0.0,701,1,4051
2025-05-16,19:24:21,800738661,0.0,0.0,702,1,4059
2025-05-16,19:24:26,800738666,0.0,0.0,701,1,4053
2025-05-16,19:24:31,800738671,0.0,0.0,698,1,4048
2025-05-16,19:24:36,800738676,0.0,0.0,704,1,4057
2025-05-16,19:24:41,800738681,0.0,0.0,701,1,4053
2025-05-16,19:24:46,800738686,0.0,0.0,697,1,4060
2025-05-16,19:24:51,800738691,0.0,0.0,702,1,4058
2025-05-16,19:24:57,800738697,0.0,0.0,621,1,4057
2025-05-16,19:25:02,800738702,0.0,0.0,702,1,3951
2025-05-16,19:25:07,800738707,0.0,0.0,699,1,4053
2025-05-16,19:25:12,800738712,0.0,0.0,613,1,4056
2025-05-16,19:25:17,800738717,0.0,0.0,703,1,4061
2025-05-16,19:25:22,800738722,0.0,0.0,704,1,4053
2025-05-16,19:25:27,800738727,0.0,0.0,701,1,4052
2025-05-16,19:25:33,800738733,0.0,0.0,705,1,4058
2025-05-16,19:25:38,800738738,0.0,0.0,624,1,4059
2025-05-16,19:25:43,800738743,0.0,0.0,702,1,4056
2025-05-16,19:25:48,800738748,0.0,0.0,704,1,4050
2025-05-16,19:25:53,800738753,0.0,0.0,698,1,4058
2025-05-16,19:25:58,800738758,0.0,0.0,704,1,4060
2025-05-16,19:26:03,800738763,0.0,0.0,704,1,4054
2025-05-16,19:26:09,800738769,0.0,0.0,703,1,4053
2025-05-16,19:26:14,800738774,0.0,0.0,701,1,4058
2025-05-16,19:26:19,800738779,0.0,0.0,705,1,4059
2025-05-16,19:26:24,800738784,0.0,0.0,704,1,4060
2025-05-16,19:26:29,800738789,0.0,0.0,703,1,4062
2025-05-16,19:26:34,800738794,0.0,0.0,619,1,4058
2025-05-16,19:26:39,800738799,0.0,0.0,703,1,4059
2025-05-16,19:26:45,800738805,0.0,0.0,704,1,3983
2025-05-16,19:26:50,800738810,0.0,0.0,704,1,4056
2025-05-16,19:26:55,800738815,0.0,0.0,700,1,4059
2025-05-16,19:27:00,800738820,0.0,0.0,704,1,3836
2025-05-16,19:27:05,800738825,0.0,0.0,702,1,4053
2025-05-16,19:27:10,800738830,0.0,0.0,703,1,4060
2025-05-16,19:27:15,800738835,0.0,0.0,702,1,3992
2025-05-16,19:27:21,800738841,0.0,0.0,703,1,4062
2025-05-16,19:27:26,800738846,0.0,0.0,704,1,4064
2025-05-16,19:27:31,800738851,0.0,0.0,703,1,4057
2025-05-16,19:27:36,800738856,0.0,0.0,701,1,4062
2025-05-16,19:27:41,800738861,0.0,0.0,709,1,3985
2025-05-16,19:27:46,800738866,0.0,0.0,704,1,4053
2025-05-16,19:27:52,800738872,0.0,0.0,670,1,4053
2025-05-16,19:27:57,800738877,0.0,0.0,702,1,4062
2025-05-16,19:28:02,800738882,0.0,0.0,704,1,4061
2025-05-16,19:28:07,800738887,0.0,0.0,705,1,4059
2025-05-16,19:28:12,800738892,0.0,0.0,704,1,4054
2025-05-16,19:28:17,800738897,0.0,0.0,705,1,4059
2025-05-16,19:28:23,800738903,0.0,0.0,703,1,4061
2025-05-16,19:28:28,800738908,0.0,0.0,704,1,4061
2025-05-16,19:28:33,800738913,0.0,0.0,700,1,4059
2025-05-16,19:28:38,800738918,0.0,0.0,704,1,4057
2025-05-16,19:28:43,800738923,0.0,0.0,707,1,4052
2025-05-16,19:28:48,800738928,0.0,0.0,704,1,4053
2025-05-16,19:28:54,800738934,0.0,0.0,624,1,4048
2025-05-16,19:28:59,800738939,0.0,0.0,623,1,4056
2025-05-16,19:29:04,800738944,0.0,0.0,704,1,4059
2025-05-16,19:29:09,800738949,0.0,0.0,702,1,4061
2025-05-16,19:29:14,800738954,0.0,0.0,704,1,4054
2025-05-16,19:29:20,800738960,0.0,0.0,626,1,4062
2025-05-16,19:29:25,800738965,0.0,0.0,701,1,4054
2025-05-16,19:29:31,800738971,0.0,0.0,704,1,4061
