date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-02,15:16:10,799514170,26.8,29.8,4095,1,0
2025-05-02,15:16:15,799514175,26.8,29.6,4095,1,3781
2025-05-02,15:16:20,799514180,26.8,30.1,4095,1,2316
2025-05-02,15:16:25,799514185,26.7,30.7,4095,1,0
2025-05-02,15:16:31,799514191,26.7,30.7,4095,1,0
2025-05-02,15:16:36,799514196,26.8,30.1,4095,1,4095
2025-05-02,15:16:41,799514201,26.8,30.2,4095,1,0
2025-05-02,15:16:46,799514206,26.7,30.7,4095,1,0
2025-05-02,15:16:51,799514211,26.8,31.3,4095,1,4095
2025-05-02,15:16:56,799514216,26.7,29.9,4095,1,74
2025-05-02,15:17:02,799514222,26.8,29.4,4095,1,0
2025-05-02,15:17:07,799514227,26.8,29.7,4095,1,0
2025-05-02,15:17:12,799514232,26.8,30.0,4095,1,0
2025-05-02,15:17:17,799514237,26.7,30.7,4095,1,4095
2025-05-02,15:17:22,799514242,26.7,30.2,4095,1,0
2025-05-02,15:17:27,799514247,26.7,30.4,4095,1,4095
2025-05-02,15:17:33,799514253,26.7,30.1,4095,1,3954
2025-05-02,15:17:38,799514258,26.7,29.4,4095,1,0
2025-05-02,15:17:43,799514263,26.7,29.5,4095,1,3877
2025-05-02,15:17:48,799514268,26.7,30.2,4095,1,4095
2025-05-02,15:17:53,799514273,26.7,30.4,4095,1,0
2025-05-02,15:17:58,799514278,26.7,30.2,4095,1,0
2025-05-02,15:18:04,799514284,26.7,30.1,4095,1,0
2025-05-02,15:18:09,799514289,26.7,29.8,4095,1,0
2025-05-02,15:18:14,799514294,26.7,30.6,4095,1,310
2025-05-02,15:18:19,799514299,26.7,30.5,4095,1,4095
2025-05-02,15:18:24,799514304,26.7,30.0,4095,1,4095
2025-05-02,15:18:30,799514310,26.7,29.7,4095,1,4095
2025-05-02,15:18:35,799514315,26.7,30.0,4095,1,4095
2025-05-02,15:18:40,799514320,26.7,29.7,4095,1,4015
2025-05-02,15:18:46,799514326,26.7,30.4,4095,1,4095
2025-05-02,15:18:51,799514331,26.7,30.1,4095,1,4095
2025-05-02,15:18:56,799514336,26.7,30.0,4095,1,3996
2025-05-02,15:19:01,799514341,26.7,30.0,4095,1,3976
2025-05-02,15:19:06,799514346,26.7,29.7,4095,1,0
2025-05-02,15:19:11,799514351,26.7,29.7,4095,1,0
2025-05-02,15:19:17,799514357,26.7,30.4,4095,1,0
2025-05-02,15:19:22,799514362,26.7,30.5,4095,1,0
2025-05-02,15:19:27,799514367,26.7,30.5,4095,1,4048
2025-05-02,15:19:32,799514372,26.7,29.8,4095,1,0
2025-05-02,15:19:37,799514377,26.7,30.1,4095,1,4095
2025-05-02,15:19:42,799514382,26.7,29.9,4095,1,0
2025-05-02,15:19:48,799514388,26.7,30.4,4095,1,4095
2025-05-02,15:19:53,799514393,26.7,29.8,4095,1,0
2025-05-02,15:19:58,799514398,26.7,29.6,4095,1,4082
2025-05-02,15:20:03,799514403,26.7,29.5,4095,1,0
2025-05-02,15:20:08,799514408,26.7,29.7,4095,1,4095
2025-05-02,15:20:13,799514413,26.7,29.7,4095,1,0
2025-05-02,15:20:19,799514419,26.7,29.6,4095,1,0
2025-05-02,15:20:24,799514424,26.7,29.6,4095,1,0
2025-05-02,15:20:29,799514429,26.7,30.0,4095,1,2307
2025-05-02,15:20:34,799514434,26.7,29.9,4095,1,3968
2025-05-02,15:20:39,799514439,26.7,30.6,4095,1,4095
2025-05-02,15:20:44,799514444,26.7,30.4,4095,1,4095
2025-05-02,15:20:50,799514450,26.7,29.9,4095,1,4095
2025-05-02,15:20:55,799514455,26.7,29.7,4095,1,4095
2025-05-02,15:21:00,799514460,26.7,30.0,4095,1,3417
2025-05-02,15:21:05,799514465,26.6,29.9,4095,1,1487
2025-05-02,15:21:10,799514470,26.7,30.1,4095,1,0
2025-05-02,15:21:16,799514476,26.7,29.9,4095,1,4095
2025-05-02,15:21:21,799514481,26.7,29.7,4095,1,0
2025-05-02,15:21:26,799514486,26.7,29.3,4095,1,0
2025-05-02,15:21:31,799514491,26.7,29.4,4095,1,2001
2025-05-02,15:21:36,799514496,26.7,29.5,4095,1,4095
2025-05-02,15:21:42,799514502,26.6,29.4,4095,1,4036
2025-05-02,15:21:47,799514507,26.6,30.1,4095,1,4095
2025-05-02,15:21:52,799514512,26.6,29.6,4095,1,4095
2025-05-02,15:21:57,799514517,26.6,29.5,4095,1,4095
2025-05-02,15:22:02,799514522,26.6,29.7,4095,1,0
2025-05-02,15:22:08,799514528,26.6,29.9,4095,1,0
2025-05-02,15:22:13,799514533,26.6,29.8,4095,1,0
2025-05-02,15:22:18,799514538,26.6,29.7,4095,1,2076
2025-05-02,15:22:23,799514543,26.6,29.6,4095,1,0
2025-05-02,15:22:28,799514548,26.5,29.9,4095,1,364
2025-05-02,15:22:34,799514554,26.6,29.6,4095,1,0
2025-05-02,15:22:39,799514559,26.6,29.5,4095,1,506
2025-05-02,15:22:44,799514564,26.6,29.5,4095,1,3114
2025-05-02,15:22:49,799514569,26.6,29.7,4095,1,0
2025-05-02,15:24:38,799514678,26.5,29.9,4095,1,0
2025-05-02,15:26:25,799514785,26.6,30.8,4095,1,4095
2025-05-02,15:28:12,799514892,26.7,29.9,4095,1,2020
2025-05-02,15:29:58,799514998,26.6,29.5,4095,1,0
2025-05-02,15:30:14,799515014,26.7,29.7,4095,1,4095
2025-05-02,15:32:02,799515122,26.7,29.6,4095,1,0
2025-05-02,15:32:08,799515128,26.7,29.7,4095,1,222
2025-05-02,15:32:21,799515141,26.7,29.6,4095,1,4095
2025-05-02,15:32:34,799515154,26.7,30.0,4095,1,0
2025-05-02,15:32:41,799515161,26.7,29.8,4095,1,0
2025-05-02,15:32:47,799515167,26.7,29.9,4095,1,4095
2025-05-02,15:34:37,799515277,26.6,29.8,4095,1,0
