date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-05-27,14:20:48,801670848,24.8,43.1,371,1,11.0
2025-05-27,14:20:53,801670853,24.8,43.1,375,1,12.0
2025-05-27,14:20:58,801670858,24.8,43.1,374,1,13.0
2025-05-27,14:21:03,801670863,24.8,43.2,374,1,13.0
2025-05-27,14:21:08,801670868,24.7,43.1,340,1,11.0
2025-05-27,14:21:14,801670874,24.8,43.1,372,1,11.0
2025-05-27,14:21:19,801670879,24.7,43.1,372,1,12.0
2025-05-27,14:21:24,801670884,24.7,43.2,374,1,12.0
2025-05-27,14:21:29,801670889,24.7,43.2,368,1,11.0
2025-05-27,14:21:34,801670894,24.7,43.2,375,1,12.0
2025-05-27,14:21:39,801670899,24.7,43.2,369,1,12.0
2025-05-27,14:21:45,801670905,24.7,43.1,371,1,12.0
2025-05-27,14:21:50,801670910,24.7,43.1,372,1,12.0
2025-05-27,14:21:55,801670915,24.7,43.3,373,1,12.0
2025-05-27,14:22:00,801670920,24.7,43.1,372,1,13.0
2025-05-27,14:22:05,801670925,24.7,43.3,379,1,15.0
2025-05-27,14:22:11,801670931,24.7,43.2,366,1,14.0
2025-05-27,14:22:16,801670936,24.7,43.3,371,1,13.0
2025-05-27,14:22:21,801670941,24.7,43.1,369,1,14.0
2025-05-27,14:22:26,801670946,24.7,43.2,371,1,15.0
2025-05-27,14:22:31,801670951,24.7,43.2,369,1,15.0
2025-05-27,14:22:36,801670956,24.6,43.2,372,1,13.0
2025-05-27,14:22:42,801670962,24.7,43.3,374,1,14.0
2025-05-27,14:22:47,801670967,24.7,43.3,338,1,12.0
2025-05-27,14:22:52,801670972,24.7,43.2,373,1,12.0
2025-05-27,14:22:57,801670977,24.7,43.1,370,1,10.0
2025-05-27,14:23:02,801670982,24.7,43.2,382,1,12.0
2025-05-27,14:23:08,801670988,24.7,43.2,371,1,12.0
2025-05-27,14:23:13,801670993,24.7,43.2,374,1,12.0
2025-05-27,14:23:18,801670998,24.6,43.1,373,1,12.0
2025-05-27,14:23:23,801671003,24.6,43.2,371,1,12.0
2025-05-27,14:23:28,801671008,24.7,43.2,371,1,13.0
2025-05-27,14:23:34,801671014,24.7,43.3,372,1,15.0
2025-05-27,14:23:39,801671019,24.6,43.2,370,1,15.0
2025-05-27,14:23:44,801671024,24.6,43.1,374,1,14.0
2025-05-27,14:23:50,801671030,24.7,43.2,372,1,13.0
2025-05-27,14:23:55,801671035,24.6,43.3,370,1,14.0
2025-05-27,14:24:00,801671040,24.7,43.3,373,1,12.0
2025-05-27,14:24:05,801671045,24.7,43.4,338,1,12.0
2025-05-27,14:24:10,801671050,24.7,43.5,371,1,12.0
2025-05-27,14:24:16,801671056,24.7,43.5,373,1,12.0
2025-05-27,14:24:21,801671061,24.7,43.4,368,1,12.0
2025-05-27,14:24:26,801671066,24.8,43.6,359,1,13.0
2025-05-27,14:24:31,801671071,24.8,43.6,336,1,9.0
2025-05-27,14:24:36,801671076,24.8,43.8,341,1,16.0
2025-05-27,14:24:41,801671081,24.8,43.9,375,1,15.0
2025-05-27,14:24:47,801671087,24.9,43.9,343,1,16.0
2025-05-27,14:24:52,801671092,24.9,43.7,376,1,13.0
2025-05-27,14:24:57,801671097,24.8,43.6,375,1,13.0
2025-05-27,14:25:02,801671102,24.9,43.5,371,1,12.0
2025-05-27,14:25:07,801671107,24.9,43.3,374,1,12.0
2025-05-27,14:25:12,801671112,24.9,43.4,371,1,14.0
2025-05-27,14:25:18,801671118,25.0,43.5,375,1,13.0
2025-05-27,14:25:23,801671123,25.0,43.3,375,1,15.0
2025-05-27,14:25:28,801671128,25.0,42.9,377,1,15.0
2025-05-27,14:25:33,801671133,25.0,43.0,342,1,16.0
2025-05-27,14:25:38,801671138,25.0,43.0,340,1,16.0
2025-05-27,14:25:44,801671144,25.0,43.0,375,1,9.0
2025-05-27,14:25:49,801671149,25.0,43.1,378,1,16.0
2025-05-27,14:25:54,801671154,25.1,42.9,373,1,10.0
2025-05-27,14:25:59,801671159,25.0,42.9,373,1,9.0
2025-05-27,14:26:04,801671164,25.1,42.8,374,1,11.0
2025-05-27,14:26:10,801671170,25.1,42.7,373,1,14.0
2025-05-27,14:26:15,801671175,25.1,42.8,373,1,14.0
2025-05-27,14:26:20,801671180,25.1,43.2,337,1,13.0
2025-05-27,14:26:25,801671185,25.1,43.3,373,1,12.0
2025-05-27,14:26:30,801671190,25.1,43.1,343,1,13.0
2025-05-27,14:26:36,801671196,25.1,43.0,377,1,12.0
