date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-06,13:34:39,799853679,25.0,23.5,350,1,4076
2025-05-06,13:34:44,799853684,25.0,23.6,353,1,4075
2025-05-06,13:34:49,799853689,25.0,23.4,351,1,4075
2025-05-06,13:34:54,799853694,25.0,23.4,355,1,4077
2025-05-06,13:35:00,799853700,25.1,23.5,352,1,4065
2025-05-06,13:35:05,799853705,25.0,23.7,351,1,4073
2025-05-06,13:35:10,799853710,25.0,23.6,349,1,4077
2025-05-06,13:35:15,799853715,25.0,23.3,352,1,4078
2025-05-06,13:35:20,799853720,25.1,23.5,350,1,4079
2025-05-06,13:35:25,799853725,25.1,23.6,351,1,4080
2025-05-06,13:35:31,799853731,25.0,23.5,350,1,4072
2025-05-06,13:35:36,799853736,25.1,23.6,355,1,4079
2025-05-06,13:35:41,799853741,25.1,23.4,351,1,4077
2025-05-06,13:35:46,799853746,25.1,23.4,354,1,4077
2025-05-06,13:35:51,799853751,25.1,23.5,351,1,4078
2025-05-06,13:35:56,799853756,25.1,23.5,304,1,4078
2025-05-06,13:36:02,799853762,25.1,23.4,294,1,4073
2025-05-06,13:36:07,799853767,25.1,23.7,354,1,4073
2025-05-06,13:36:12,799853772,25.1,23.3,349,1,4074
2025-05-06,13:36:17,799853777,25.1,23.4,351,1,4071
2025-05-06,13:36:22,799853782,25.1,23.7,321,1,4069
2025-05-06,13:36:28,799853788,25.1,23.5,351,1,4080
2025-05-06,13:36:33,799853793,25.1,23.3,351,1,4076
2025-05-06,13:36:38,799853798,25.1,23.4,353,1,4072
2025-05-06,13:36:43,799853803,25.1,23.4,353,1,4067
2025-05-06,13:36:48,799853808,25.1,23.3,349,1,4070
2025-05-06,13:36:53,799853813,25.0,23.3,301,1,4075
2025-05-06,13:36:59,799853819,25.0,23.4,353,1,4073
2025-05-06,13:37:04,799853824,25.0,23.5,352,1,4079
2025-05-06,13:37:09,799853829,25.0,23.7,350,1,3987
2025-05-06,13:37:14,799853834,25.0,23.5,346,1,4080
2025-05-06,13:37:19,799853839,25.0,23.5,350,1,4071
2025-05-06,13:37:25,799853845,25.0,23.6,347,1,3929
2025-05-06,13:37:30,799853850,25.0,23.8,348,1,4079
2025-05-06,13:37:35,799853855,25.0,24.0,420,1,4095
2025-05-06,13:37:40,799853860,25.0,23.8,409,1,4095
2025-05-06,13:37:45,799853865,25.0,23.7,411,1,4095
2025-05-06,13:37:51,799853871,25.0,23.8,421,1,4095
2025-05-06,13:37:56,799853876,25.0,23.7,363,1,4095
2025-05-06,13:38:02,799853882,25.0,23.8,418,1,4035
2025-05-06,13:38:07,799853887,25.1,23.9,357,1,4095
2025-05-06,13:38:12,799853892,25.1,23.9,418,1,4095
2025-05-06,13:38:17,799853897,25.1,23.9,363,1,4095
2025-05-06,13:38:22,799853902,25.1,23.6,423,1,4095
2025-05-06,13:38:27,799853907,25.1,23.5,364,1,4095
2025-05-06,13:38:33,799853913,25.1,23.7,419,1,4095
2025-05-06,13:38:38,799853918,25.1,23.9,419,1,3964
2025-05-06,13:38:43,799853923,25.2,23.4,421,1,4095
2025-05-06,13:38:48,799853928,25.2,23.7,418,1,4095
2025-05-06,13:38:53,799853933,25.2,23.8,422,1,4095
2025-05-06,13:38:58,799853938,25.2,23.9,422,1,4095
2025-05-06,13:39:04,799853944,25.2,23.6,422,1,4029
2025-05-06,13:39:09,799853949,25.2,23.7,423,1,4095
2025-05-06,13:39:14,799853954,25.2,23.8,420,1,4095
2025-05-06,13:39:19,799853959,25.2,23.5,423,1,4095
2025-05-06,13:39:24,799853964,25.2,23.4,424,1,4095
2025-05-06,13:39:30,799853970,25.2,23.4,423,1,4095
2025-05-06,13:39:35,799853975,25.2,23.6,423,1,4095
2025-05-06,13:39:40,799853980,25.3,23.6,421,1,4095
2025-05-06,13:39:45,799853985,25.3,23.7,496,1,4095
2025-05-06,13:39:50,799853990,25.3,23.7,496,1,4085
2025-05-06,13:39:56,799853996,25.3,24.1,497,1,4095
2025-05-06,13:40:01,799854001,25.3,24.2,492,1,4068
2025-05-06,13:40:06,799854006,25.4,24.3,501,1,4095
2025-05-06,13:40:11,799854011,25.4,24.4,496,1,4095
2025-05-06,13:40:16,799854016,25.4,24.1,487,1,4017
2025-05-06,13:40:22,799854022,25.5,23.7,483,1,4095
2025-05-06,13:40:27,799854027,25.5,24.5,482,1,4095
