date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-18,10:23:21,800879001,0.0,0.0,998,1,4069
2025-05-18,10:23:26,800879006,0.0,0.0,994,1,4065
2025-05-18,10:23:32,800879012,0.0,0.0,995,1,4075
2025-05-18,10:23:37,800879017,0.0,0.0,995,1,4072
2025-05-18,10:23:42,800879022,0.0,0.0,999,1,4073
2025-05-18,10:23:47,800879027,0.0,0.0,996,1,4078
2025-05-18,10:23:52,800879032,0.0,0.0,998,1,4004
2025-05-18,10:23:57,800879037,0.0,0.0,998,1,4074
2025-05-18,10:24:02,800879042,0.0,0.0,992,1,4070
2025-05-18,10:24:08,800879048,0.0,0.0,997,1,4067
2025-05-18,10:24:13,800879053,0.0,0.0,998,1,4080
2025-05-18,10:24:18,800879058,0.0,0.0,995,1,3927
2025-05-18,10:24:23,800879063,0.0,0.0,998,1,4077
2025-05-18,10:24:28,800879068,0.0,0.0,993,1,4082
2025-05-18,10:24:33,800879073,0.0,0.0,996,1,4075
2025-05-18,10:24:38,800879078,0.0,0.0,998,1,4070
2025-05-18,10:24:44,800879084,0.0,0.0,998,1,4081
2025-05-18,10:24:49,800879089,0.0,0.0,993,1,3929
2025-05-18,10:24:54,800879094,0.0,0.0,995,1,3979
2025-05-18,10:24:59,800879099,0.0,0.0,995,1,3927
2025-05-18,10:25:05,800879105,0.0,0.0,996,1,3958
2025-05-18,10:25:10,800879110,0.0,0.0,899,1,4078
2025-05-18,10:25:15,800879115,0.0,0.0,997,1,4069
2025-05-18,10:25:20,800879120,0.0,0.0,996,1,4073
2025-05-18,10:25:25,800879125,0.0,0.0,996,1,4077
2025-05-18,10:25:30,800879130,0.0,0.0,998,1,4071
2025-05-18,10:25:35,800879135,0.0,0.0,1001,1,4082
2025-05-18,10:25:41,800879141,0.0,0.0,998,1,4068
2025-05-18,10:25:46,800879146,0.0,0.0,997,1,4075
2025-05-18,10:25:51,800879151,0.0,0.0,996,1,4030
2025-05-18,10:25:56,800879156,0.0,0.0,998,1,4067
2025-05-18,10:26:01,800879161,0.0,0.0,993,1,4071
2025-05-18,10:26:06,800879166,0.0,0.0,993,1,4072
2025-05-18,10:26:11,800879171,0.0,0.0,991,1,4068
2025-05-18,10:26:16,800879176,0.0,0.0,898,1,4074
2025-05-18,10:26:22,800879182,0.0,0.0,895,1,3987
2025-05-18,10:26:27,800879187,0.0,0.0,998,1,4074
2025-05-18,10:26:32,800879192,0.0,0.0,999,1,4078
2025-05-18,10:26:37,800879197,0.0,0.0,993,1,4054
2025-05-18,10:26:42,800879202,0.0,0.0,899,1,4079
2025-05-18,10:26:47,800879207,0.0,0.0,999,1,4064
2025-05-18,10:26:52,800879212,0.0,0.0,994,1,4079
2025-05-18,10:26:58,800879218,0.0,0.0,993,1,4066
2025-05-18,10:27:03,800879223,0.0,0.0,993,1,4080
2025-05-18,10:27:08,800879228,0.0,0.0,994,1,4069
2025-05-18,10:27:13,800879233,0.0,0.0,993,1,4072
2025-05-18,10:27:18,800879238,0.0,0.0,995,1,3920
2025-05-18,10:27:23,800879243,0.0,0.0,993,1,4076
2025-05-18,10:27:29,800879249,0.0,0.0,994,1,4067
2025-05-18,10:27:34,800879254,0.0,0.0,903,1,4074
2025-05-18,10:27:39,800879259,0.0,0.0,995,1,4073
2025-05-18,10:27:44,800879264,0.0,0.0,998,1,4068
2025-05-18,10:27:49,800879269,0.0,0.0,899,1,4072
2025-05-18,10:27:54,800879274,0.0,0.0,994,1,4078
2025-05-18,10:27:59,800879279,0.0,0.0,993,1,4070
2025-05-18,10:28:05,800879285,0.0,0.0,994,1,4074
2025-05-18,10:28:10,800879290,0.0,0.0,998,1,4075
2025-05-18,10:28:15,800879295,0.0,0.0,917,1,4070
2025-05-18,10:28:20,800879300,0.0,0.0,994,1,4071
2025-05-18,10:28:25,800879305,0.0,0.0,994,1,4071
2025-05-18,10:28:30,800879310,0.0,0.0,990,1,4073
2025-05-18,10:28:36,800879316,0.0,0.0,994,1,4077
2025-05-18,10:28:41,800879321,0.0,0.0,993,1,4071
2025-05-18,10:28:46,800879326,0.0,0.0,995,1,4073
2025-05-18,10:28:51,800879331,0.0,0.0,995,1,4071
2025-05-18,10:28:56,800879336,0.0,0.0,993,1,4068
2025-05-18,10:29:02,800879342,0.0,0.0,991,1,4076
2025-05-18,10:29:07,800879347,0.0,0.0,992,1,4000
2025-05-18,10:29:12,800879352,0.0,0.0,993,1,4074
2025-05-18,10:29:17,800879357,0.0,0.0,992,1,4077
