date,time,timestamp,temperature,humidity,gas_analog,gas_digital,light
2025-05-18,09:11:10,800874670,0.0,0.0,1008,1,4080
2025-05-18,09:11:15,800874675,0.0,0.0,1011,1,4079
2025-05-18,09:11:20,800874680,0.0,0.0,1014,1,3965
2025-05-18,09:11:25,800874685,0.0,0.0,1013,1,3924
2025-05-18,09:11:30,800874690,0.0,0.0,1014,1,4075
2025-05-18,09:11:36,800874696,0.0,0.0,1019,1,4079
2025-05-18,09:11:41,800874701,0.0,0.0,1015,1,4081
2025-05-18,09:11:46,800874706,0.0,0.0,1014,1,4080
2025-05-18,09:11:51,800874711,0.0,0.0,1012,1,4072
2025-05-18,09:11:56,800874716,0.0,0.0,1008,1,4080
2025-05-18,09:12:01,800874721,0.0,0.0,1014,1,4071
2025-05-18,09:12:06,800874726,0.0,0.0,1008,1,4080
2025-05-18,09:12:11,800874731,0.0,0.0,1010,1,4077
2025-05-18,09:12:17,800874737,0.0,0.0,1011,1,4005
2025-05-18,09:12:22,800874742,0.0,0.0,1010,1,4079
2025-05-18,09:12:27,800874747,0.0,0.0,1011,1,4078
2025-05-18,09:12:32,800874752,0.0,0.0,1009,1,4074
2025-05-18,09:12:37,800874757,0.0,0.0,912,1,3965
2025-05-18,09:12:42,800874762,0.0,0.0,1008,1,4071
2025-05-18,09:12:47,800874767,0.0,0.0,1010,1,4079
2025-05-18,09:12:53,800874773,0.0,0.0,912,1,4064
2025-05-18,09:12:58,800874778,0.0,0.0,1012,1,4065
2025-05-18,09:13:03,800874783,0.0,0.0,1010,1,4075
2025-05-18,09:13:08,800874788,0.0,0.0,1013,1,4078
2025-05-18,09:13:13,800874793,0.0,0.0,1008,1,4077
2025-05-18,09:13:18,800874798,0.0,0.0,912,1,4079
2025-05-18,09:13:24,800874804,0.0,0.0,1010,1,4079
2025-05-18,09:13:29,800874809,0.0,0.0,1015,1,4076
2025-05-18,09:13:34,800874814,0.0,0.0,1013,1,4072
2025-05-18,09:13:39,800874819,0.0,0.0,1009,1,3968
2025-05-18,09:13:44,800874824,0.0,0.0,1009,1,4072
2025-05-18,09:13:49,800874829,0.0,0.0,1009,1,4080
2025-05-18,09:13:54,800874834,0.0,0.0,912,1,4079
2025-05-18,09:14:00,800874840,0.0,0.0,1009,1,4076
2025-05-18,09:14:05,800874845,0.0,0.0,1009,1,3961
2025-05-18,09:14:10,800874850,0.0,0.0,1013,1,4072
2025-05-18,09:14:15,800874855,0.0,0.0,913,1,4077
2025-05-18,09:14:20,800874860,0.0,0.0,1012,1,4079
2025-05-18,09:14:25,800874865,0.0,0.0,910,1,4079
2025-05-18,09:14:31,800874871,0.0,0.0,1011,1,4074
2025-05-18,09:14:36,800874876,0.0,0.0,1008,1,4001
2025-05-18,09:14:41,800874881,0.0,0.0,1011,1,4074
2025-05-18,09:14:47,800874887,0.0,0.0,900,1,4072
2025-05-18,09:14:52,800874892,0.0,0.0,1012,1,4079
2025-05-18,09:14:57,800874897,0.0,0.0,1009,1,4081
2025-05-18,09:15:02,800874902,0.0,0.0,1009,1,4005
2025-05-18,09:15:07,800874907,0.0,0.0,1013,1,4077
2025-05-18,09:15:12,800874912,0.0,0.0,1010,1,4077
2025-05-18,09:15:17,800874917,0.0,0.0,1017,1,4076
2025-05-18,09:15:23,800874923,0.0,0.0,1011,1,4075
2025-05-18,09:15:28,800874928,0.0,0.0,1010,1,3884
2025-05-18,09:15:33,800874933,0.0,0.0,1009,1,4073
2025-05-18,09:15:38,800874938,0.0,0.0,1010,1,4075
2025-05-18,09:15:43,800874943,0.0,0.0,1011,1,4084
2025-05-18,09:15:48,800874948,0.0,0.0,1010,1,4079
2025-05-18,09:15:53,800874953,0.0,0.0,1011,1,4071
2025-05-18,09:15:59,800874959,0.0,0.0,1008,1,4079
2025-05-18,09:16:04,800874964,0.0,0.0,1010,1,3923
2025-05-18,09:16:09,800874969,0.0,0.0,912,1,4079
2025-05-18,09:16:14,800874974,0.0,0.0,913,1,4081
2025-05-18,09:16:19,800874979,0.0,0.0,1011,1,4079
2025-05-18,09:16:24,800874984,0.0,0.0,1009,1,4066
2025-05-18,09:16:30,800874990,0.0,0.0,1011,1,4080
2025-05-18,09:16:35,800874995,0.0,0.0,1009,1,4071
2025-05-18,09:16:40,800875000,0.0,0.0,1010,1,4080
2025-05-18,09:16:45,800875005,0.0,0.0,1013,1,4074
2025-05-18,09:16:50,800875010,0.0,0.0,1009,1,4078
2025-05-18,09:16:55,800875015,0.0,0.0,1013,1,4077
2025-05-18,09:17:01,800875021,0.0,0.0,1009,1,4076
