date,time,timestamp,temperature,humidity,gas_analog,gas_digital,ldr_lux
2025-06-18,12:05:06,803563506,24.7,49.6,339,1,9.0
2025-06-18,12:05:11,803563511,24.7,49.6,359,1,9.0
2025-06-18,12:05:16,803563516,24.7,49.6,340,1,9.0
2025-06-18,12:05:21,803563521,24.7,49.4,347,1,9.0
2025-06-18,12:05:26,803563526,24.7,49.5,334,1,9.0
2025-06-18,12:05:31,803563531,24.7,49.6,339,1,9.0
2025-06-18,12:05:35,803563535,24.7,49.5,348,1,8.0
2025-06-18,12:05:40,803563540,24.7,49.5,353,1,8.0
2025-06-18,12:05:45,803563545,24.7,49.6,323,1,8.0
2025-06-18,12:05:50,803563550,24.7,49.6,357,1,8.0
2025-06-18,12:05:55,803563555,24.7,49.7,349,1,8.0
2025-06-18,12:06:00,803563560,24.7,49.4,349,1,8.0
2025-06-18,12:06:05,803563565,24.7,49.6,350,1,8.0
2025-06-18,12:06:10,803563570,24.7,49.6,351,1,8.0
2025-06-18,12:06:15,803563575,24.7,49.8,350,1,8.0
2025-06-18,12:06:20,803563580,24.7,49.7,351,1,8.0
2025-06-18,12:06:25,803563585,24.7,49.6,346,1,8.0
2025-06-18,12:06:30,803563590,24.7,49.5,352,1,8.0
2025-06-18,12:06:34,803563594,24.7,49.5,333,1,8.0
2025-06-18,12:06:39,803563599,24.7,49.6,345,1,8.0
2025-06-18,12:06:44,803563604,24.7,49.5,351,1,8.0
2025-06-18,12:06:49,803563609,24.7,49.7,350,1,8.0
2025-06-18,12:06:54,803563614,24.7,49.7,353,1,8.0
2025-06-18,12:06:59,803563619,24.7,49.7,354,1,8.0
2025-06-18,12:07:04,803563624,24.7,49.8,351,1,8.0
2025-06-18,12:07:08,803563628,24.7,49.7,331,1,8.0
2025-06-18,12:07:13,803563633,24.7,49.7,338,1,8.0
2025-06-18,12:07:18,803563638,24.7,49.7,311,1,8.0
2025-06-18,12:07:23,803563643,24.7,49.8,335,1,8.0
2025-06-18,12:07:28,803563648,24.8,49.7,336,1,8.0
2025-06-18,12:07:33,803563653,24.7,49.6,333,1,8.0
2025-06-18,12:07:38,803563658,24.7,49.6,333,1,9.0
2025-06-18,12:07:43,803563663,24.7,49.6,320,1,9.0
2025-06-18,12:07:48,803563668,24.7,49.7,307,1,9.0
2025-06-18,12:07:52,803563672,24.7,49.7,327,1,9.0
2025-06-18,12:07:57,803563677,24.7,49.7,330,1,9.0
2025-06-18,12:08:02,803563682,24.7,49.8,329,1,9.0
2025-06-18,12:08:07,803563687,24.7,49.6,324,1,9.0
2025-06-18,12:08:12,803563692,24.7,49.6,324,1,8.0
2025-06-18,12:08:17,803563697,24.7,49.7,325,1,9.0
2025-06-18,12:08:22,803563702,24.7,49.5,325,1,8.0
2025-06-18,12:08:27,803563707,24.7,49.8,331,1,9.0
2025-06-18,12:08:32,803563712,24.7,49.7,322,1,8.0
2025-06-18,12:08:36,803563716,24.7,49.7,327,1,8.0
2025-06-18,12:08:41,803563721,24.7,49.7,333,1,8.0
2025-06-18,12:08:46,803563726,24.7,49.6,326,1,9.0
2025-06-18,12:08:51,803563731,24.7,49.7,336,1,9.0
2025-06-18,12:08:56,803563736,24.7,49.8,329,1,8.0
2025-06-18,12:09:01,803563741,24.7,49.9,328,1,8.0
2025-06-18,12:09:06,803563746,24.7,49.8,336,1,8.0
2025-06-18,12:09:11,803563751,24.7,50.0,342,1,8.0
2025-06-18,12:09:16,803563756,24.7,49.8,331,1,9.0
2025-06-18,12:09:21,803563761,24.7,49.7,330,1,8.0
2025-06-18,12:09:26,803563766,24.7,49.7,333,1,8.0
2025-06-18,12:10:21,803563821,24.8,49.7,322,1,9.0
2025-06-18,12:10:26,803563826,24.7,49.7,332,1,9.0
2025-06-18,12:10:32,803563832,24.8,49.8,328,1,9.0
2025-06-18,12:10:37,803563837,24.8,49.7,326,1,9.0
2025-06-18,12:10:42,803563843,24.8,49.7,322,1,9.0
2025-06-18,12:10:48,803563848,24.8,49.6,327,1,9.0
2025-06-18,12:10:53,803563853,24.7,49.7,332,1,9.0
2025-06-18,12:10:58,803563858,24.7,49.7,327,1,9.0
2025-06-18,12:11:03,803563863,24.7,49.8,331,1,9.0
2025-06-18,12:11:08,803563868,24.8,49.7,323,1,9.0
2025-06-18,12:11:14,803563874,24.8,49.7,321,1,9.0
2025-06-18,12:11:19,803563879,24.8,49.8,326,1,9.0
2025-06-18,12:11:24,803563884,24.8,49.7,320,1,8.0
2025-06-18,12:11:29,803563889,24.7,49.7,310,1,9.0
2025-06-18,12:11:34,803563894,24.8,49.8,323,1,8.0
